1247662512,686XzqMyP7bQ8B3FszR5zx,Best of Eminem,,false
track ID,Track title,href,duration (ms),explicit,Artist ID,album ID,Album Name,Album Type
6Db8IlZ7YY1pfIjJllejyH,Hailies Song,https://api.spotify.com/v1/tracks/6Db8IlZ7YY1pfIjJllejyH,320640,True,7dGJo4pcD2V6oG8kP0tJRR,2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,album
4EQkcrSLF3QdlwNca7sMXY,Say What You Say,https://api.spotify.com/v1/tracks/4EQkcrSLF3QdlwNca7sMXY,309893,True,7dGJo4pcD2V6oG8kP0tJRR,2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,album
4xkOaSrkexMciUUogZKVTS,Till I Collapse,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,297786,True,7dGJo4pcD2V6oG8kP0tJRR,2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,album
3F14hbIqy1JKKLTb1mzdYV,My Dads Gone Crazy,https://api.spotify.com/v1/tracks/3F14hbIqy1JKKLTb1mzdYV,267013,True,7dGJo4pcD2V6oG8kP0tJRR,2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,album
73qINA7ccO03wxD8nsJalr,When The Music Stops,https://api.spotify.com/v1/tracks/73qINA7ccO03wxD8nsJalr,269013,True,7dGJo4pcD2V6oG8kP0tJRR,2cWBwpqMsDJC1ZUwz813lo,The Eminem Show,album
23wfXwnsPZYe5A1xXRHb3J,The Way I Am,https://api.spotify.com/v1/tracks/23wfXwnsPZYe5A1xXRHb3J,290426,True,7dGJo4pcD2V6oG8kP0tJRR,6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,album
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,284200,True,7dGJo4pcD2V6oG8kP0tJRR,6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,album
0erTM8A9ro5kzcNc962jHd,Amityville,https://api.spotify.com/v1/tracks/0erTM8A9ro5kzcNc962jHd,254773,True,7dGJo4pcD2V6oG8kP0tJRR,6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,album
20oenBXlmwIfK0F3fQIjhM,Kim,https://api.spotify.com/v1/tracks/20oenBXlmwIfK0F3fQIjhM,377893,True,7dGJo4pcD2V6oG8kP0tJRR,6t7956yu5zYf5A829XRiHC,The Marshall Mathers LP,album
2Ue8ZPuuV8ZCm2GsEg4Rxa,Writers Block (feat Eminem) [DJ Premier Remix],https://api.spotify.com/v1/tracks/2Ue8ZPuuV8ZCm2GsEg4Rxa,287643,True,6DVipHzYsPlIoA0DW8Gmns,2YLhTZIOQh1W6rXqVfOtzQ,Writers Block (feat Eminem) [DJ Premier Remix],single
1RBvhBNdJcnrHMF3Lj0sHj,Just Dont Give A Fuck,https://api.spotify.com/v1/tracks/1RBvhBNdJcnrHMF3Lj0sHj,247760,True,7dGJo4pcD2V6oG8kP0tJRR,3iBqm5kbcbMxqao0azRhZ0,Just Dont Give A F,single
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,https://api.spotify.com/v1/tracks/70ATm56tH7OrQ1zurYssz0,283733,True,6DPYiyq5kWVQS4RGwxzPC7,45IcnOlgrZDKNwwbNO7CAn,I Need A Doctor,single
4aPRuTsiG7B4owTTF8Dm3U,Love The Way You Lie (Part II)  Pt 2,https://api.spotify.com/v1/tracks/4aPRuTsiG7B4owTTF8Dm3U,296226,True,5pKCCKE2ajJHZ9KAiaK11H,6UHhmTLl9T1scRYLmpHcDX,Loud,album
1iT7BeSd4T7I6Uadz3TM7X,Patiently Waiting,https://api.spotify.com/v1/tracks/1iT7BeSd4T7I6Uadz3TM7X,288893,True,3q7HBObVc0L8jNeTe5Gofh,5Qncr57Fwoyk1PDJfThIJC,Get Rich Or Die Tryin  The Massacre (Explicit Version),album
7jvsQazXEC6mCwVjeAl5AJ,Drop The World,https://api.spotify.com/v1/tracks/7jvsQazXEC6mCwVjeAl5AJ,229226,True,55Aa2cqylxrFIXC767Z865,40VtQmfgdaVmh95sjosyQq,Rebirth (Deluxe),album
21cE6zxeBpim5aCFOyZL4i,Peep Show,https://api.spotify.com/v1/tracks/21cE6zxeBpim5aCFOyZL4i,232400,True,3q7HBObVc0L8jNeTe5Gofh,5VfBwkAoSsQwtZjPU0Gr7h,Curtis,album
79t5idiRhbDB1oLaVcTVsD,Welcome 2 Detroit,https://api.spotify.com/v1/tracks/79t5idiRhbDB1oLaVcTVsD,285453,True,7tT5h21rKj9yFfQuqBYLqT,23o2qgUi43ERhFY5RabedA,The People Vs,album
4k9bhTxqK5nyio2v9flKyN,Role Model,https://api.spotify.com/v1/tracks/4k9bhTxqK5nyio2v9flKyN,205400,False,7dGJo4pcD2V6oG8kP0tJRR,1pAakXNiYkGzS7gRzxGyHn,The Slim Shady LP (Explicit),album
4XHQyvbrBsQaaBUW1VvmsL,My Band,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,298773,True,5Qi4Bb7a8C0a00NZcA77L0,61EgDesQnFVyYf2UneM9PQ,D12 World,album
6r027Faonff84hxFMjMbIH,Rap God,https://api.spotify.com/v1/tracks/6r027Faonff84hxFMjMbIH,363973,True,7dGJo4pcD2V6oG8kP0tJRR,4XE9M8giGvwLFebTgpCwSc,Rap God,single
1MksGqIztTT6M9R1ErKVs8,No Favors,https://api.spotify.com/v1/tracks/1MksGqIztTT6M9R1ErKVs8,325840,True,0c173mlxpT3dSFRgMO8XPh,0XAIjjN5qxViVS0Y5fYkar,I Decided,album
7iTloMifzZo9ZNZKEe4V2V,The Hills  Remix,https://api.spotify.com/v1/tracks/7iTloMifzZo9ZNZKEe4V2V,263693,True,1Xyo4u8uXC1ZmMpatF05PJ,6JoPCMcyZrZ70diS45qE1i,The Hills Remixes,single
5aM2vKco88TwvhZVeFkGO6,Detroit Vs Everybody,https://api.spotify.com/v1/tracks/5aM2vKco88TwvhZVeFkGO6,357386,False,7dGJo4pcD2V6oG8kP0tJRR,6utiNqDL5cD8E4UqBDlsmu,Detroit Vs Everybody,single
6XAA7T9VHcqKQSzjmXAJ8o,Thats All She Wrote,https://api.spotify.com/v1/tracks/6XAA7T9VHcqKQSzjmXAJ8o,318360,True,4OBJLual30L7gRl5UkeRcT,6LGR2plk2Yk4A33CAktJN3,No Mercy,album
1jo3TwNGCXfNdB5uba3ZVv,Killshot,https://api.spotify.com/v1/tracks/1jo3TwNGCXfNdB5uba3ZVv,253579,True,7dGJo4pcD2V6oG8kP0tJRR,0RejlT9bmqcXGrqMaJRos0,Killshot,single
0fMWtRhzOoWoCo7dRHVEEa,FACK,https://api.spotify.com/v1/tracks/0fMWtRhzOoWoCo7dRHVEEa,205760,True,7dGJo4pcD2V6oG8kP0tJRR,5qENHeCSlwWpEzb25peRmQ,Curtain Call The Hits (Deluxe Edition),compilation
