Track title,Album title,ArtistsDuration (ms),Artist IDs,Track ID,Album ID,
Stop the Dams,D-Sides [Special Edition],Gorillaz,339280,2nUqhqdJOHuZTkQFKKS1UN,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
DARE - DFA Remix,D-Sides [Special Edition],Gorillaz | The DFA,734488,18Rib34R2Fv2zkvDU4kevH,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 0Hubdnr7Bd4GNGCzs5kWxe
,,,,,,
Feel Good Inc. - Stanton Warriors Remix,D-Sides [Special Edition],Gorillaz | Stanton Warriors,444906,566j2mk7SqZjDS4QfPyhyt,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 7GeAzBsalYANXTi1ReOm1R
,,,,,,
Kids with Guns - Jamie T's Turns to Monsters Mix,D-Sides [Special Edition],Gorillaz | Jamie T,262586,6aNvXg04zvYgzFGit2kyTd,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 3Rsr4Z96O6U3lToOiV3zBh
,,,,,,
DARE - Soulwax Remix,D-Sides [Special Edition],Gorillaz | Soulwax,348061,1k8FTCOG5I6UF3ZsqGkVE9,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 43mWhBXSflupNLuNjM5vff
,,,,,,
Kids with Guns - Hot Chip Remix,D-Sides [Special Edition],Gorillaz | Hot Chip,429666,1X4RqFAShNL8aHfUIpjIVr,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 37uLId6Z5ZXCx19vuruvv5
,,,,,,
El Ma�ana - Metronomy Remix,D-Sides [Special Edition],Gorillaz | Metronomy,344666,46I29AkoUxzgCt7LnoXXf6,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 54QMjE4toDfiCryzYWCpXX
,,,,,,
DARE - Junior Sanchez Remix,D-Sides [Special Edition],Gorillaz | Junior Sanchez,326373,58MZs0B5Amxl0Mwc9FIRZc,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 31ZNfGVEEcI9CyicPVJQni
,,,,,,
Dirty Harry - Schtung Chinese New Year Remix,D-Sides [Special Edition],Gorillaz,233040,0nXmr4jNJHkox4eCT9hsut,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Kids with Guns - Quiet Village Remix,D-Sides [Special Edition],Gorillaz | Quiet Village,602500,3nBVjBsZDR0cleq363XnA6,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ | 0DoRa03IPuPzfAlD8aMgn9
,,,,,,
Hong Kong - Live at Manchester Opera House,D-Sides [Special Edition],Gorillaz,396946,0IdK5W8jYrSfIMUhHpoMX3,2w4tLG1JH25BysuILfkI0x,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Intro,Demon Days,Gorillaz,67133,2zavoMfVVPJMikH57fd8yK,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Last Living Souls,Demon Days,Gorillaz,195400,7JzmCjvB6bk48JghLyrg8N,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Kids with Guns,Demon Days,Gorillaz,225773,0eEgMbSzOHmkOeVuNC3E0k,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
O Green World,Demon Days,Gorillaz,275000,4hNPMfFHauPIbOKvdYqFt7,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Dirty Harry,Demon Days,Gorillaz | Bootie Brown,230426,2bfGNzdiRa1jXZRdfssSzR,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ | 6GI3CJjT2bOnMfprCpjT1d
,,,,,,
Feel Good Inc.,Demon Days,Gorillaz,222640,0d28khcov6AiegSCpG5TuT,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
El Ma�ana,Demon Days,Gorillaz,235360,0dcMqjeDpwqB2xhzMsld0p,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Every Planet We Reach Is Dead,Demon Days,Gorillaz,295266,2pw9RZWZibttZzoFhwjuy6,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
November Has Come,Demon Days,Gorillaz,165093,6lrDckuosGpwEHtm1hHBcf,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
All Alone,Demon Days,Gorillaz | Roots Manuva,213333,76Ug1q4l6rGwJ2ubV5wh3X,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ | 4sSSkVtrCTzENCgm2vokiY
,,,,,,
White Light,Demon Days,Gorillaz,133066,7hnW9af7GuGH5lyUUTa8UH,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
DARE,Demon Days,Gorillaz,244999,4Hff1IjRbLGeLgFgxvHflk,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Fire Coming out of the Monkey's Head,Demon Days,Gorillaz,199000,1S9tfxdFr4TqoqA14gnKj3,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Don't Get Lost in Heaven,Demon Days,Gorillaz,131866,4hjGZN8poACfjWCK3Og6vY,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Demon Days,Demon Days,Gorillaz,268400,2k6hpKTyubRVOmQR11ViY3,0bUTHlWbkSQysoM3VsWldT,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Jungle Fresh,Laika Come Home,Gorillaz | Space Monkeyz,328466,2q33naQJlfrIZHXcE1zK9E,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Strictly Rubbadub,Laika Come Home,Gorillaz | Space Monkeyz,221400,3m3d8ZeN76SFSLRca3Od1K,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Ba�ana Baby,Laika Come Home,Gorillaz | Space Monkeyz,329333,3jnTX8p4kd3t2a5hRvNUIj,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Monkey Racket,Laika Come Home,Gorillaz | Space Monkeyz,357466,1L3XBXh3HqYcFmMRqgn2bI,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
De-Punked,Laika Come Home,Gorillaz | Space Monkeyz,320533,6J0F1G7RtJJJEOsms3K3Ky,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
P45,Laika Come Home,Gorillaz | Space Monkeyz,266466,2UzaBT68AKLWJBzslWFBko,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Dub �9,Laika Come Home,Gorillaz | Space Monkeyz,317333,1oRYRF191YNsb0FGJdafs9,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Crooked Dub,Laika Come Home,Gorillaz | Space Monkeyz,331866,26Mpu7DkbhdEXPGjT23LTK,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Mutant Genius,Laika Come Home,Gorillaz | Space Monkeyz,302133,0q9dFnCDb7WufmHlP4Cv2d,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Come Again,Laika Come Home,Gorillaz | Space Monkeyz,364560,2PwQV0oSMOhXSpjL3bezF4,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
A Fistful of Peanuts,Laika Come Home,Gorillaz | Space Monkeyz,353306,1r80Wxhma0eDH8mIU3KjOk,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Lil' Dub Chefin (Contains Hidden Tracks 'Strictly Rubbadub Version' and 'A Fistful of Peanuts Version') - Contains Hidden Tracks 'Strictly Rubbadub (Version; Version,Laika Come Home,Gorillaz | Space Monkeyz,1081560,5Wqbsm4BdgipmNpP8LxUGL,0yPLNfI8WPJWFoJugr0KAv,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Jungle Fresh,Laika Come Home,Gorillaz | Space Monkeyz,328466,35oJsXtkllZpm6NisaFxEC,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Strictly Rubbadub,Laika Come Home,Gorillaz | Space Monkeyz,221400,2dhNPyVKTQkenwiWvmuRH0,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Ba�ana Baby,Laika Come Home,Gorillaz | Space Monkeyz,329333,1EwTpAnErFSsWhaVZ5ekXf,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Monkey Racket,Laika Come Home,Gorillaz | Space Monkeyz,357466,7Hj4GoBoTLNFYlP4e9cysL,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
De-Punked,Laika Come Home,Gorillaz | Space Monkeyz,320533,7sVp2ktW71Uc8O5M76UpM9,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
P45,Laika Come Home,Gorillaz | Space Monkeyz,266466,5sfkHtm7KjXNbnYSEgnFO2,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Dub �9,Laika Come Home,Gorillaz | Space Monkeyz,317333,37L7HZPCdsvo4SZMHgANeT,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Crooked Dub,Laika Come Home,Gorillaz | Space Monkeyz,331866,5LB6aa6vdJwJ3I0vk2mLvt,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Mutant Genius,Laika Come Home,Gorillaz | Space Monkeyz,302133,2XgCvvafu45xZVDKHiQg9L,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Come Again,Laika Come Home,Gorillaz | Space Monkeyz,364560,6ZuBVX44rQuqSVft2rbIdw,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
A Fistful of Peanuts,Laika Come Home,Gorillaz | Space Monkeyz,353306,3bwwexkV6q2q3kmNFZKFEe,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Lil' Dub Chefin (Contains Hidden Track 'Strictly Rubbadub Version') - Contains Hidden Track 'Strictly Rubbadub (Version,Laika Come Home,Gorillaz | Space Monkeyz,681960,0JbYupzdPA6rs3BujtYFF0,46bHbUtpBk7lNUil14ykvu,3AA28KZvwAUcZuOKwyblJQ | 3N3tIOGCkXiF8cSbPcavZ3
,,,,,,
Re-Hash,Gorillaz,Gorillaz,220840,0dYN5MqKzCfdpDb1bgvdsm,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
05-Apr,Gorillaz,Gorillaz,162080,5Q10MhatY5DkgBfbWUkRpN,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Tomorrow Comes Today,Gorillaz,Gorillaz,193600,6BL4PpswVjH9BAajbIbpmZ,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
New Genius (Brother),Gorillaz,Gorillaz,239986,0rOG02q8ocSOeGHWrSAObK,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Clint Eastwood,Gorillaz,Gorillaz,340920,1RKUoGiLEbcXN4GY4spQDx,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Man Research (Clapper),Gorillaz,Gorillaz,272946,0YPyKUa0AgAbt0ZuNWt8vS,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Punk,Gorillaz,Gorillaz,98533,6PuDxX1F5lw3jp6t8FsWvF,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Sound Check (Gravity),Gorillaz,Gorillaz,282973,0HpJb4Lstb9R6wlu2jUBoy,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Double Bass,Gorillaz,Gorillaz,286933,6rlPa5vO2PV7bpVDz1SAG5,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Rock the House,Gorillaz,Gorillaz,249200,0UQNHlrHiz19Htk7YTLVe5,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
19-2000,Gorillaz,Gorillaz,210880,71koAFCnGnugRdGIDfS7f4,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Latin Simone (Que Pasa Contigo),Gorillaz,Gorillaz,218866,5A0FQhWDBk2YSPiMjSZxe5,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Starshine,Gorillaz,Gorillaz,213546,6Acl07q1DvzOyEskfmgsdv,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Slow Country,Gorillaz,Gorillaz,217493,2VX5J8lHfBjlcY4xU3TqtA,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
M1 A1,Gorillaz,Gorillaz,241533,0zbSbnHtSrVl1CBaTvCLIH,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Clint Eastwood - Ed Case / Sweetie Irie Refix,Gorillaz,Gorillaz,221186,2ZdBKCs47s8LxMUPU499vc,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
19-2000 - Soulchild Remix,Gorillaz,Gorillaz,209386,1PpfeNl5uYRBhfFcig2Uz6,4tUxQkrduOE8sfgwJ5BI2F,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Re-Hash,Gorillaz,Gorillaz,220840,4TyL53zUFb1nJDVyU2sBHc,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
05-Apr,Gorillaz,Gorillaz,162080,5zbkoIgrBO5VjrQIEChlre,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Tomorrow Comes Today,Gorillaz,Gorillaz,193600,3qdDjz9kOvquEFbvXBYOMQ,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
New Genius (Brother),Gorillaz,Gorillaz,239986,7cKs1U32CF8kKPkT2R4WQD,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Clint Eastwood,Gorillaz,Gorillaz,340920,7yMiX7n9SBvadzox8T5jzT,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Man Research (Clapper),Gorillaz,Gorillaz,272946,3kKzopL09gU1FLnV3OKQq2,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Punk,Gorillaz,Gorillaz,98533,19bvTzzRjbpxgYdz5gViIU,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Sound Check (Gravity),Gorillaz,Gorillaz,282973,7JyVUB9LUVZgrJDFLOKdp8,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Double Bass,Gorillaz,Gorillaz,286933,2SesWUNxh3idu7A2y2iY0H,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Rock the House,Gorillaz,Gorillaz,249200,5GxqKrG0zeKA8uYJMjXwj9,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
19-2000,Gorillaz,Gorillaz,210880,1kSWrMDt439cT64WpjJigW,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Latin Simone (Que Pasa Contigo),Gorillaz,Gorillaz,218866,4iXOdnIBM90SxELqJry6AX,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Starshine,Gorillaz,Gorillaz,213546,3YZenaGVHjx6kXJJTEK9qj,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Slow Country,Gorillaz,Gorillaz,217493,3oFdBAMTChekvADT8IgMNa,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
M1 A1,Gorillaz,Gorillaz,241533,2qToAcex0ruZfbEbAy9OhW,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Dracula,Gorillaz,Gorillaz,281466,2acy7zzNEjWMpY6mg91h5N,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Left Hand Suzuki Method,Gorillaz,Gorillaz,192506,64ARxf9iGgx2mV7Hunp7b6,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ
,,,,,,
Clint Eastwood,Gorillaz,Gorillaz | Ed Case,269866,4YGOaSgYTpAkXT6NGQWGoN,0YvYmLBFFwYxgI4U9KKgUm,3AA28KZvwAUcZuOKwyblJQ | 6UySi1d9U1T3j4E7sdli9s
