7eujcpve3ivv0a4goufd3gf2y,1JmAj9IDoUoyjQxFkcMO8E,Top50 Senegal,Vivianne Chidid Youssou Ndour Dip Doundou Gis Wally Seck Etc Current trending and excting songs coming out of the wess African country with a very rich culture,false
track ID,Track title,href,duration (ms),explicit,Artist ID,album ID,Album Name,Album Type
7vAnKz7uVaunEvKMdogWzB,Borkung Si,https://api.spotify.com/v1/tracks/7vAnKz7uVaunEvKMdogWzB,164101,False,1Nf5VgDIKUj7tX60cb5LSR,2i8A6bD6XOqaIwVmIs0jka,Borkung Si,single
4suiqTPNzYHRUz3atwZSLw,Nokoss,https://api.spotify.com/v1/tracks/4suiqTPNzYHRUz3atwZSLw,379213,False,2oaSJuS2m48S0xVtv03rt7,1pGboDPHbmLYPhsSfMntvW,Ndokol,album
29XvEQaL8qShc4NDst61hZ,Jakaarlo,https://api.spotify.com/v1/tracks/29XvEQaL8qShc4NDst61hZ,306826,False,28SInySjGLtAYFPuxxceof,2rhD9hiRqdlGGArkVaajhU,Adouna,album
7gzTs1oCjLWvIWBYbsxBmZ,Tajabone,https://api.spotify.com/v1/tracks/7gzTs1oCjLWvIWBYbsxBmZ,241266,False,4EBRPnSYtrfmwptEMOSCV8,2tIDSKYXF0Opm7rrmsCmtB,Jammu Africa,album
6e9oVCUoXSXSIsPCuioZsC,Simb,https://api.spotify.com/v1/tracks/6e9oVCUoXSXSIsPCuioZsC,361826,False,0rkGRq5tALD7wxhuk0ja1m,5H7isb5XgavfEIiqgN0dWG,Simb,album
6GVbAZ4FLLMwNpu7qPjijk,Koleur  96,https://api.spotify.com/v1/tracks/6GVbAZ4FLLMwNpu7qPjijk,314133,False,6vkCtVSCBPAIZtVadZC7qv,1dsKlQoDBWWUDJIGns8XZJ,Medina,album
5OZUXPyU5FMnpgrd2efhNv,Diiw,https://api.spotify.com/v1/tracks/5OZUXPyU5FMnpgrd2efhNv,331906,False,22MPus74hQ7XHYBClFBNNA,3jrNs4DbeWEsJn7lQlivNj,Yone Wi,album
6Qg8aOVqflZtFSe3D9Fhxp,Bole Doley,https://api.spotify.com/v1/tracks/6Qg8aOVqflZtFSe3D9Fhxp,276173,False,4nnxyRURTnR5bO1rUWMe4N,4pPRACifpW0ieoMROb8l9U,Nila,album
3O1eFXONdfPbozu0qrZQFt,Old Man (Gorgui),https://api.spotify.com/v1/tracks/3O1eFXONdfPbozu0qrZQFt,386560,False,77zlytAFjPFjUKda8TNIDY,4K2xwEC31lTt6sFfC4tYoM,The Guide (Wommat),album
6RBgsUDU57irPYZ8QXvtHt,Dine,https://api.spotify.com/v1/tracks/6RBgsUDU57irPYZ8QXvtHt,306000,False,22MPus74hQ7XHYBClFBNNA,5hXzvfwOGMS3SDGWpeD3v4,Streets Of Dakar  Generation Boul Fal,compilation
5y2vQ3iWQVcurvrOdG1IRh,Gainde,https://api.spotify.com/v1/tracks/5y2vQ3iWQVcurvrOdG1IRh,360333,False,4nnxyRURTnR5bO1rUWMe4N,2Tb6pLYWYTZDmDLWRpdmgG,Omar Pn 30 ans dj (Live),album
1p6fwH9J5T5hzY9k1CrwLe,Dila Beug,https://api.spotify.com/v1/tracks/1p6fwH9J5T5hzY9k1CrwLe,530586,False,4nnxyRURTnR5bO1rUWMe4N,2Tb6pLYWYTZDmDLWRpdmgG,Omar Pn 30 ans dj (Live),album
